salary;age;elevel;car;zipcode;credit;brand
1.108.091.493;34;2;12;1;9.918.838.133;1
5.024.584.571;46;4;14;6;3.037.716.116;1
7.813.595.379;69;0;18;3;1.997.585.092;1
6.906.315.202;63;1;3;6;3.423.327.824;0
1.067.124.173;77;3;18;4;9.834.196.063;1
4.044.944.618;30;2;6;2;1.298.122.931;1
1.016.722.933;54;3;15;6;1.822.386.923;0
7.651.417.111;34;2;20;2;1.557.110.036;0
9.171.871.364;72;3;4;4;3.363.275.275;1
1.140.539.422;27;3;5;3;2.431.215.844;1
9.416.495.649;42;4;1;1;1.110.205.218;0
4.082.749.603;53;1;6;2;2.189.570.749;1
6.520.286.578;50;3;7;6;3.708.553.132;1
3.609.044.613;77;4;20;4;2.323.139.832;0
5.986.055.764;67;4;11;5;2.751.165.015;0
4.071.053.773;51;2;14;4;6.600.491.997;1
1.285.143.376;68;2;18;7;4.340.863.914;1
2.460.785.535;65;0;2;3;4.863.630.787;1
1.360.271.927;35;1;13;7;3.309.361.817;1
4.373.098.464;58;3;2;5;2.794.386.263;1
5.362.634.385;68;0;19;0;2.158.306.788;0
1.465.827.532;34;2;12;0;1.915.144.631;1
3.225.230.356;28;4;14;3;1.116.201.248;1
1.381.427.203;21;1;17;1;467.252.662;1
1.271.013.747;20;2;5;2;6.308.316.598;1
8.112.127.129;27;3;19;7;1.928.385.728;0
1.420.541.063;38;2;20;4;0;1
1.292.828.602;63;0;15;6;4.896.100.856;1
5.928.697.084;59;1;15;2;2.627.989.558;0
8.282.689.722;61;0;4;0;2.985.069.452;1
9.082.911.784;38;2;5;2;3.699.298.723;0
1.296.004.844;53;1;12;5;2.039.079.586;1
7.651.537.756;60;2;5;1;4.123.786.386;0
207.386.906;46;3;7;5;3.183.372.736;1
1.423.783.857;69;0;16;8;1.381.292.547;1
8.537.615.896;22;0;6;4;2.970.012.824;0
6.818.477.746;45;0;19;5;328082.5;1
4.776.974.504;21;1;16;0;282.781.489;1
7.030.739.965;31;0;8;0;3.198.488.619;0
7.728.792.356;73;3;8;6;2.156.525.841;0
243.836.758;27;0;9;8;2.913.175.835;1
1.076.431.662;44;2;11;1;4.389.970.341;0
8.205.907.513;40;2;12;6;4.612.655.416;0
4.171.467.173;33;3;13;1;1.844.062.068;1
5.123.019.674;60;4;19;2;1.094.188.757;0
8.967.382.126;57;4;6;6;4.246.804.201;0
6.366.122.623;69;1;5;3;259.029.327;0
1.005.957.219;38;0;1;5;1.477.653.036;1
7.852.015.654;43;2;10;1;3.095.634.174;0
8.277.802.031;31;3;12;1;3.138.610.611;0
5.811.291.548;49;4;1;6;1.169.043.739;1
6.720.696.309;45;2;13;6;1.162.321.015;1
1.378.176.371;49;3;9;3;360582.15;1
4.152.822.382;40;4;3;3;2.997.168.339;1
3.525.391.009;55;2;11;7;4.098.319.292;1
1.258.399.403;75;0;2;4;4.807.367.026;1
9.643.350.599;54;4;7;4;2.250.624.356;0
7.924.070.055;23;3;10;7;4.532.349.876;0
3.073.959.492;73;0;3;1;3.720.641.992;0
93.471.686;29;4;1;2;326.958.037;0
3.060.523.509;67;1;6;0;3.003.802.076;0
1.403.679.208;77;0;13;2;1.297.742.047;1
1.208.252.149;39;1;10;4;3.120.550.541;0
792.091.085;55;1;18;5;2.035.370.741;0
6.723.122.423;37;3;2;1;2.635.290.405;0
8.334.361.783;51;3;11;6;2.927.525.513;0
1.221.950.708;64;0;16;1;6.661.279.795;1
3.948.621.787;20;0;19;6;3.304.208.346;1
6.368.782.015;22;2;18;2;1.269.304.507;0
4.717.316.302;51;0;19;6;1.959.500.044;1
4.064.454.818;62;1;9;5;3.827.547.111;0
1.466.475.363;66;2;9;6;2.291.869.992;1
7.089.628.461;79;3;4;6;402.424.639;1
4.700.235.576;49;3;18;0;2.513.617.726;1
3.008.699.518;41;0;18;5;3.018.331.799;1
3.321.601.089;24;1;3;6;338.149.054;1
761.917.023;32;4;2;2;5.316.372.437;0
1.042.641.411;80;4;18;5;2.618.068.295;1
2.977.222.113;23;0;20;5;4.985.951.025;1
5.945.359.689;65;1;4;3;2.870.748.877;0
1.079.010.196;47;2;20;3;1.224.597.707;0
793.498.548;50;4;7;3;2.258.458.764;0
8.733.976.022;35;3;17;2;7.776.479.266;0
6.756.530.043;29;2;20;3;2.454.873.934;0
1.062.078.865;51;4;4;5;2.958.121.248;0
8.391.798.181;75;0;16;4;2.644.131.535;1
2.363.285.207;28;4;5;6;4.255.110.411;1
1.277.873.631;62;4;18;1;9.442.317.847;1
135.364.222;35;4;9;7;1.306.681.823;1
1.201.179.155;66;3;18;0;481.416.066;1
4.791.075.531;31;3;12;3;1.179.763.166;0
5.768.189.523;77;0;1;3;1.703.801.879;0
3.506.031.287;33;1;18;6;234.557.874;1
5.154.012.236;69;1;7;5;1.207.110.586;0
3.864.511.665;52;1;4;5;3.590.995.518;1
1.332.789.383;48;2;13;7;4.054.078.499;1
9.688.888.163;73;1;18;2;2.568.664.813;1
3.940.229.272;66;3;19;6;3.642.999.498;0
8.532.619.637;67;0;6;6;2.323.138.312;1
1.064.429.717;61;3;14;6;500000;1
5.160.130.577;57;4;10;5;4.556.258.002;1
113.939.868;55;4;8;4;1.038.081.665;0
129.999.907;66;3;14;4;2.149.343.649;1
5.380.164.387;34;1;10;2;2.067.000.044;1
7.234.400.896;28;2;18;2;3.076.169.634;0
3.139.323.275;71;4;1;5;2.770.284.395;0
9.740.153.087;22;4;5;3;390.447.736;1
6.585.639.747;33;0;9;6;1.826.991.621;0
6.577.147.869;40;2;14;6;2.754.844.287;0
5.464.864.863;32;2;10;3;2.916.520.281;0
1.047.421.593;62;4;17;4;0;1
538.226.417;70;4;4;6;2.483.893.187;0
6.785.408.356;67;4;13;6;1.903.794.118;0
1.105.257.641;46;2;9;2;3.278.962.677;0
3.216.043.161;33;1;13;1;394.305.432;1
4.468.118.581;43;0;19;8;3.369.353.219;1
1.402.505.495;46;0;15;2;1.208.487.776;1
1.022.107.106;38;3;8;0;2.345.919.337;1
1.252.013.879;59;2;17;6;2.334.004.151;1
1.144.508.183;68;3;18;5;8.325.859.512;1
43.330.167;22;3;4;0;3.708.467.566;1
1.345.119.284;26;2;12;4;5.548.007.419;1
3.288.101.014;67;0;11;1;376.424.291;0
5.377.501.605;46;2;16;3;168.430.613;1
1.478.414.484;46;2;20;3;9.264.099.269;1
1.384.283.776;59;3;15;2;2.913.395.164;1
1.226.279.061;52;0;15;3;156008.35;0
8.755.369.786;39;4;6;0;1.506.134.141;0
1.405.665.674;64;4;11;2;2.784.149.291;1
1.446.617.296;49;0;20;8;7.143.857.604;1
2.438.500.803;80;3;4;5;0;1
5.956.584.385;53;1;12;8;2.679.960.185;1
1.465.289.818;64;3;1;1;7.982.469.354;1
7.097.299.743;73;3;5;4;3.657.437.975;0
9.081.560.163;72;2;1;3;9.099.484.053;1
3.522.004.364;50;2;15;1;9.411.931.564;1
1.320.241.642;26;3;3;1;4.476.937.152;1
9.892.955.706;42;0;2;2;4.282.791.669;0
4.441.680.581;61;2;5;7;3.799.216.558;1
1.245.287.841;37;3;20;2;5.545.210.628;1
1.086.091.164;33;2;3;4;1.656.732.522;1
6.350.800.159;58;3;12;3;4.849.596.753;1
8.001.337.604;60;4;14;2;4.490.048.218;0
1.350.941.198;79;3;20;6;1.042.098.306;1
124450.02;37;0;17;7;2.559.242.001;1
9.446.654.364;55;0;8;4;2.633.034.839;0
1.450.903.824;72;3;13;4;6.390.865.812;1
9.150.733.554;63;4;4;0;1.734.230.134;1
140.428.397;43;1;1;3;2.393.402.141;1
307.512.093;60;1;20;6;1.434.003.217;1
9.037.132.436;24;3;16;5;1.319.477.749;0
5.451.613.165;49;3;4;4;1.299.144.059;1
610.275.641;77;1;19;7;2.571.040.338;0
9.235.357.184;62;2;3;0;3.143.060.841;0
128.602.735;36;0;1;7;4.844.819.701;1
1.077.677.474;28;3;19;1;5.383.097.078;1
5.060.671.242;48;0;14;0;3.204.682.703;1
3.749.032.724;43;4;9;7;2.045.022.418;1
2.975.947.189;47;1;14;3;4.364.519.758;1
150000;66;2;8;7;308690.48;1
3.281.789.583;33;3;15;1;1.398.229.151;1
3.611.489.903;80;2;6;5;1.891.754.805;0
1.099.526.866;22;4;5;7;3.339.916.448;1
9.554.528.158;44;4;2;1;0;0
5.147.734.656;68;1;20;4;1.379.517.425;0
1.073.429.107;58;1;5;1;3.925.589.267;1
7.358.504.167;73;2;14;3;2.690.578.101;0
1.338.972.418;64;3;10;3;4.303.039.197;1
8.905.350.001;62;3;4;1;4.024.496.557;1
1.171.004.682;26;0;18;6;9.158.395.381;1
7.928.148.185;46;0;15;5;6.462.041.467;0
1.179.474.157;20;3;20;1;1.682.968.413;1
1.360.606.514;77;4;10;6;349.372.739;1
145.809.787;67;3;12;7;1.765.303.589;1
1.170.652.066;29;0;8;3;3.353.634.241;1
1.150.610.984;34;2;10;0;1.375.978.337;1
222.819.157;74;1;10;3;5.680.726.448;1
8.040.814.238;76;2;16;4;500000;0
6.336.003.173;36;4;1;3;1.567.892.463;0
4.617.368.976;31;3;7;0;1.185.003.659;1
1.149.407.887;36;1;14;1;2.441.655.836;1
4.156.583.756;60;0;12;6;2.120.553.685;0
3.496.388.809;54;0;12;6;4.450.842.861;1
1.443.096.651;35;0;17;7;8.133.248.137;1
20000;52;1;18;4;4.083.317.391;1
6.153.879.963;41;4;2;3;1.295.053.689;1
1.407.346.102;32;3;14;4;2.170.615.754;1
9.171.129.002;46;3;5;7;412.867.152;0
790.923.862;64;2;1;8;3.488.866.264;1
9.663.906.459;36;1;8;7;1.222.880.237;1
2.853.863.801;73;4;12;1;4.477.534.423;0
1.068.003.193;47;1;15;1;2.419.390.469;0
113.642.692;78;0;18;7;3.316.872.681;1
1.013.576.474;56;2;13;7;1.481.380.032;0
6.526.786.002;46;1;19;2;3.180.812.178;1
317.021.125;50;2;2;6;2.837.913.438;1
6.542.110.486;43;4;19;7;2.599.890.928;1
113.778.462;31;2;7;1;4.245.585.578;1
4.258.468.729;77;3;3;2;404.351.064;0
1.040.634.801;57;1;9;6;2.155.119.817;1
4.651.218.388;30;1;5;1;4.017.603.106;1
1.208.523.298;37;4;6;8;1.320.383.486;1
1.008.284.402;33;1;10;1;1.045.147.662;0
6.197.683.907;64;3;16;1;2.423.269.929;0
1.256.093.883;77;4;12;1;1.464.226.715;1
5.318.451.219;75;0;16;8;8.078.263.046;0
1.377.305.962;35;1;3;4;4.040.338.154;1
141.284.625;49;4;13;2;2.483.536.792;1
4.749.965.881;39;4;14;8;7.788.427.983;1
6.442.784.668;28;2;18;1;2.993.921.321;0
2.073.713.956;64;1;8;7;2.333.185.433;1
7.674.499.596;58;1;6;2;500000;1
8.575.192.123;31;3;13;7;3.610.108.414;0
4.479.125.406;61;1;19;7;2.201.152.213;0
9.426.190.567;27;3;6;4;4.670.318.479;0
1.422.938.869;54;3;18;8;1.143.345.073;1
5.606.222.678;63;0;2;6;0;0
1.016.487.156;26;1;14;4;4.597.478.409;1
5.799.977.726;55;2;10;2;500000;1
7.538.152.916;27;2;6;6;3.503.254.394;0
1.287.498.018;71;0;9;2;3.622.301.357;1
9.194.137.421;51;4;7;6;4.606.855.967;0
1.463.166.656;29;4;12;8;2.330.773.082;1
1.135.038.566;70;1;3;2;3.203.497.575;1
3.621.476.884;51;3;14;7;2.713.171.049;1
135.785.214;34;3;14;7;8.120.054.533;1
9.946.009.032;48;3;8;4;489.191.532;0
2.603.261.274;47;1;16;2;490.457.204;1
1.382.622.133;48;2;10;8;1.705.695.183;1
489.970.328;23;1;8;4;3.726.508.865;1
9.190.530.221;45;1;18;8;2.350.190.693;0
3.385.115.685;46;4;17;3;4.749.609.683;1
1.028.823.401;51;3;10;0;2.360.652.427;0
8.767.433.691;24;0;12;7;2.138.357.946;0
5.627.199.088;44;0;16;1;3.734.144.556;1
7.619.394.724;58;1;16;8;3.541.102.483;0
9.663.780.968;51;4;3;7;4.744.086.415;0
2.725.890.471;53;2;12;2;430.308.346;1
3.012.969.127;55;4;15;4;3.847.128.271;1
1.159.496.567;25;2;6;3;1.149.631.344;1
1.333.657.847;20;0;18;6;3.735.302.884;1
4.508.939.672;36;2;1;4;6.175.691.629;1
6.710.450.164;45;1;12;5;2.874.662.842;1
3.229.122.975;76;4;20;0;9.437.184.164;0
880.063.263;80;1;13;7;6.856.686.581;1
2.402.726.807;36;2;12;4;3.034.484.917;1
7.437.509.262;72;1;13;4;3.532.233.215;1
9.681.292.027;68;1;3;8;4.812.070.661;1
1.183.114.873;25;4;12;2;2.830.846.997;1
6.709.249.932;42;3;13;7;2.124.821.025;1
1.386.946.942;76;0;14;8;1.774.395.861;1
1.379.884.964;25;2;9;6;3.715.355.946;1
693.835.988;80;0;11;6;0;0
7.095.335.262;34;3;9;7;2.244.119.215;0
8.076.081.688;20;2;1;6;2.199.842.828;0
1.198.703.803;44;0;3;6;2.864.223.199;0
9.709.327.534;53;4;4;7;2.751.311.126;0
8.639.003.547;63;4;5;2;4.139.747.906;1
1.055.866.659;55;0;8;3;3.891.976.902;0
6.150.737.834;62;2;18;4;387.230.754;0
5.189.950.396;71;0;8;4;3.453.130.983;0
3.088.542.379;38;2;17;6;8.359.719.308;1
513.945.996;25;4;16;0;118.089.948;0
1.160.276.443;30;4;20;5;2.836.203.869;1
8.376.748.143;26;2;1;2;1.710.292.734;0
1.290.711.088;32;4;15;1;4.609.835.722;1
7.679.826.107;54;1;6;3;4.319.618.113;0
8.076.097.385;66;2;20;6;1.350.534.577;1
3.456.488.536;65;3;17;4;4.697.255.154;0
8.002.645.013;28;2;8;8;1.705.517.843;0
1.232.891.425;52;1;8;3;3.262.394.778;0
5.867.009.156;27;1;17;6;1.496.789.138;0
8.866.739.875;37;0;1;8;7.839.072.824;0
9.651.961.929;71;2;15;5;2.437.373.773;1
1.255.919.821;44;2;2;8;1.136.317.009;1
8.529.180.789;50;3;11;0;3.465.762.191;0
5.381.340.868;43;0;2;3;6.193.317.942;1
1.019.866.899;39;3;4;8;1.416.918.888;0
7.176.051.794;26;2;8;5;3.684.443.223;0
2.253.518.016;76;4;12;6;2.686.930.787;0
4.167.115.547;35;4;7;4;4.976.301.791;1
3.118.457.771;31;0;1;7;5.700.970.118;1
1.162.216.184;72;1;19;6;1.480.272.957;1
841.489.176;75;4;7;8;500000;1
8.072.001.845;27;4;2;7;3.767.433.315;0
110.191.438;33;3;20;1;3.051.016.476;1
7.753.543.426;52;4;5;0;1.391.149.558;0
1.408.893.137;50;4;5;6;2.834.970.907;1
20000;58;3;19;7;4.228.546.933;1
9.511.988.298;65;3;9;4;3.810.823.719;1
1.486.555.075;59;2;20;0;9.080.329.721;1
1.317.548.448;25;4;11;4;3.515.215.007;1
1.411.219.615;54;1;5;4;500000;1
105.791.282;69;0;9;5;1.305.785.113;1
1.333.272.783;47;2;18;8;269.838.778;1
5.194.130.641;62;4;18;1;7.327.822.245;0
4.478.125.627;32;0;17;3;2.671.880.014;1
1.420.434.352;20;2;17;3;3.074.984.442;1
911.141.604;24;1;16;2;2.551.250.903;0
1.243.347.695;33;2;8;7;283.206.739;1
3.337.983.062;35;3;11;2;1.827.416.873;1
866.229.247;33;3;19;7;2.904.205.936;0
1.108.556.202;78;4;1;6;277413.96;1
5.714.146.899;36;3;17;0;3.039.448.324;0
9.266.520.062;71;2;19;4;4.201.547.732;1
7.835.502.413;63;2;2;2;2.263.940.418;0
1.028.739.177;53;4;6;7;1.940.689.127;0
1.288.914.019;41;2;4;8;923.278.969;1
6.238.464.998;29;1;14;5;4.642.855.563;0
4.473.513.503;58;0;13;4;3.706.013.425;1
857.702.981;68;4;6;8;4.849.638.052;1
7.790.523.466;40;4;1;3;3.594.387.459;0
371.857.501;40;4;14;6;1.717.726.662;1
946.002.251;38;4;15;3;3.039.448.383;0
6.074.136.284;52;3;8;3;2.035.013.436;1
1.493.536.836;24;1;10;3;3.814.105.449;1
8.534.861.829;22;2;17;4;2.765.125.047;0
1.132.361.157;40;1;8;1;4.032.928.764;1
5.990.324.622;36;4;13;4;4.442.464.738;0
1.256.499.674;37;0;12;0;4.432.773.125;0
1.032.980.432;30;0;16;8;1.733.843.684;1
8.771.286.737;54;2;15;3;3.151.477.622;0
1.287.253.843;74;2;15;7;3.095.952.906;1
2.800.515.678;80;2;15;4;4.220.266.529;0
2.747.053.776;34;4;1;8;332.363.367;1
1.152.974.672;69;4;11;1;1.969.033.673;1
1.406.990.999;42;0;6;4;1.878.268.628;1
1.020.871.592;23;1;14;4;3.540.659.797;1
6.847.234.914;65;2;15;5;247.125.677;0
7.030.113.136;77;2;14;1;4.029.014.777;0
2.455.997.126;35;2;8;2;4.357.603.882;1
2.682.032.041;56;2;9;8;1.888.298.929;1
8.225.228.712;66;4;19;2;3.074.266.767;1
1.179.829.566;35;2;16;3;3.784.494.054;1
8.672.834.969;54;2;4;0;1.231.046.891;0
4.761.038.783;29;0;5;4;4.457.157.368;1
4.954.345.448;46;1;17;4;185.911.714;1
1.028.864.272;24;4;12;6;4.354.255.732;1
24.687.697;42;3;12;6;4.742.711.023;1
283.937.404;33;1;17;3;3.695.828.513;1
115.003.167;27;3;4;3;4.260.614.475;1
106.185.808;69;2;4;4;8.106.207.185;1
5.349.638.537;36;1;6;7;6.076.960.795;0
1.104.097.774;32;3;12;4;3.692.710.903;1
1.234.766.418;23;4;11;0;4.588.830.699;1
5.823.061.728;55;0;1;8;4.068.031.266;1
7.811.250.018;54;0;10;8;3.859.303.875;0
1.375.754.623;38;4;6;6;1.160.588.335;1
1.359.993.987;48;4;3;7;2.822.131.989;1
538.933.461;52;4;12;2;1.477.004.174;1
9.522.260.549;41;4;3;0;1.927.787.878;0
5.584.373.903;24;0;9;6;270.324.326;0
987.943.314;35;4;11;8;1.783.093.065;0
128.111.061;51;0;9;1;1.966.003.732;1
8.686.734.295;48;0;9;0;339.679.851;0
6.094.739.559;67;2;15;8;500000;0
9.575.807.055;23;4;9;2;9.660.056.104;1
1.197.027.614;59;0;3;4;3.245.668.051;1
1.051.226.933;47;3;15;7;5.188.781.899;0
1.354.797.406;53;3;3;5;2.816.847.799;1
6.888.691.549;41;1;5;1;4.260.981.417;1
1.379.587.321;34;4;3;3;832.048.086;1
6.637.124.027;34;0;18;2;2.825.557.152;0
6.011.522.548;27;0;1;2;4.729.545.534;0
1.243.608.137;22;1;16;0;3.038.998.311;1
1.179.884.908;39;1;12;0;3.392.370.723;0
6.586.870.339;33;3;14;7;2.102.692.668;0
8.576.334.164;77;4;2;1;2.335.293.221;1
8.733.397.794;21;2;5;2;2.746.963.781;0
109.866.248;52;4;20;8;4.007.393.154;0
8.908.279.523;35;1;17;0;3.233.695.957;0
5.558.689.228;31;0;10;5;1.236.129.846;0
1.095.791.435;20;1;10;2;4.993.801.542;1
4.831.938.699;40;3;18;8;1.082.859.752;0
7.287.618.919;33;0;11;7;0;0
9.216.893.232;23;4;8;0;1.454.430.358;0
1.371.005.397;71;4;16;8;2.002.627.392;1
7.916.914.999;39;3;4;6;3.835.090.943;0
1.012.708.376;51;0;20;4;8.094.684.867;0
813.887.625;38;4;4;4;4.017.773.467;0
1.248.163.186;69;1;15;7;1.673.815.547;1
1.054.029.766;64;3;6;7;2.357.325.833;1
1.181.720.587;60;2;11;7;4.461.140.195;1
4.923.227.131;61;4;18;3;2.839.716.898;0
20000;80;3;5;3;194.843.035;1
1.058.797.572;39;3;4;8;4.075.947.806;0
9.441.798.534;33;4;3;4;2.715.053.034;0
20000;33;1;3;3;4.344.258.524;1
1.108.751.727;46;0;17;4;3.087.575.182;0
1.133.433.946;26;2;8;2;4.213.128.702;1
3.998.342.779;77;0;16;8;9.488.750.309;0
2.682.194.403;49;2;8;0;402.733.013;1
3.517.469.091;41;4;20;2;4.632.189.322;1
1.187.628.054;56;3;8;3;2.536.374.054;0
6.412.032.448;76;0;11;7;1.813.752.279;0
859.722.394;69;3;16;2;4.612.157.741;1
1.339.495.069;68;3;7;3;2.010.480.862;1
1.209.558.806;79;1;19;4;5.200.854.636;1
4.902.670.944;60;3;15;6;1.975.609.639;0
1.438.948.371;25;1;16;1;2.217.584.988;1
1.111.527.156;50;1;11;5;2.306.906.951;0
5.819.638.324;71;0;10;0;9.450.115.522;0
7.654.620.188;34;2;16;6;2.208.516.128;0
1.485.632.011;20;2;20;2;3.142.714.245;1
2.695.612.327;27;0;12;1;2.754.999.336;1
8.029.409.738;26;4;10;7;1.127.947.811;0
4.559.807.247;71;0;20;0;2.987.487.841;0
1.369.618.558;32;0;14;1;3.805.881.694;1
566.877.646;54;0;4;0;2.431.151.073;1
5.484.106.827;36;1;2;5;1.803.164.706;0
137.642.324;30;0;11;8;4.480.107.958;1
5.340.248.643;28;1;3;6;4.079.397.381;0
9.953.489.569;51;4;15;2;5.447.544.275;0
7.536.856.465;45;1;5;8;3.066.874.759;1
5.153.057.298;38;2;1;1;103.702.535;1
9.095.199.693;57;1;9;7;2.277.043.262;0
6.447.695.263;80;0;19;0;3.741.073.959;0
6.035.348.839;48;2;6;6;1.657.014.567;1
8.678.910.437;31;2;5;1;2.156.411.074;0
6.845.740.177;63;4;11;0;9.117.996.663;0
4.286.292.006;24;4;8;4;3.020.563.073;1
2.610.504.835;37;2;1;0;4.450.912.738;1
7.712.727.551;36;0;19;8;1.794.372.562;0
8.344.941.926;48;1;4;3;1.651.222.794;0
4.264.051.392;44;1;9;6;2.927.518.661;1
8.538.000.163;44;1;12;7;6.687.671.805;0
5.620.534.168;20;0;11;4;3.014.536.843;0
80.944.917;80;0;13;6;2.395.456.136;1
1.284.635.137;60;1;6;8;2.031.997.271;1
2.884.619.192;80;0;14;6;4.778.815.544;0
149.143.068;60;3;12;8;3.354.545.166;1
1.342.713.158;47;1;8;0;2.372.166.322;1
467.180.758;21;4;10;8;500000;0
5.829.826.238;29;4;18;7;2.426.145.973;0
8.598.225.412;20;1;4;5;1.115.701.175;0
4.585.001.063;40;2;1;3;693.500.795;1
5.872.365.592;20;1;15;8;1.263.227.532;0
1.351.840.696;44;3;2;1;1.000.681.241;1
1.038.227.565;51;3;17;7;4.273.803.177;0
1.167.562.646;54;1;20;7;9.679.175.806;0
1.220.605.442;77;1;8;8;3.556.656.772;1
1.054.970.973;67;2;9;8;6.487.143.601;1
6.406.433.504;30;2;12;3;4.726.461.378;0
3.382.966.149;51;1;20;8;2.043.233.124;1
7.343.668.032;40;0;7;3;2.028.452.576;1
9.840.684.114;43;0;7;0;4.379.314.071;0
8.316.947.408;47;3;4;7;3.988.371.907;0
1.044.927.894;62;4;8;7;1.773.599.453;1
1.473.220.327;79;4;15;4;8.451.399.662;1
8.088.762.216;76;3;18;2;197.553.858;1
8.672.540.021;38;2;5;7;5.711.627.252;0
1.404.166.208;50;2;14;7;2.976.183.302;1
6.613.921.441;20;4;12;3;1.417.842.129;0
5.506.506.947;69;2;15;3;8.112.264.774;0
20000;24;4;1;0;1.146.351.353;1
1.090.662.649;29;4;20;5;2.007.900.521;1
673.021.362;20;0;11;5;2.890.467.842;0
1.416.111.426;36;0;8;7;2.807.953.815;1
1.203.309.454;23;1;15;1;1.454.587.738;1
1.368.773.872;27;2;5;0;3.793.371.322;1
1.080.452.778;20;0;9;2;2.413.117.959;1
150000;51;4;2;0;355.501.765;1
1.078.520.206;30;0;10;3;3.065.420.234;1
818.419.311;71;4;18;4;2.930.014.835;1
2.437.704.681;68;4;2;4;3.045.885.345;1
6.407.124.305;20;1;1;0;1.030.912.321;0
8.846.178.477;20;1;10;8;3.655.698.022;0
1.102.847.796;23;4;6;0;1.834.407.303;1
6.996.955.236;76;0;14;2;4.647.294.749;1
8.326.749.625;78;2;9;3;4.376.184.572;1
6.706.948.215;27;0;20;8;2.968.816.626;0
1.221.346.915;80;1;15;3;131.393.524;1
6.456.924.949;43;2;10;7;2.390.928.464;1
1.105.782.051;62;1;3;3;2.544.855.815;1
3.489.011.698;40;0;14;3;372.756.805;1
1.142.505.571;80;3;4;6;221727.28;1
147.589.196;22;4;16;1;3.244.346.076;1
1.160.567.226;43;1;11;6;2.934.017.552;0
6.406.894.842;72;1;6;0;3.239.000.817;0
6.828.049.055;20;2;17;2;4.658.960.227;0
5.914.864.427;63;3;8;8;3.321.866.927;0
1.211.978.185;80;1;20;2;3.137.178.453;1
133.330.183;72;4;12;6;4.714.970.354;1
4.400.452.774;55;1;6;2;1.689.696.687;1
1.422.449.681;48;0;20;4;3.058.042.421;1
5.878.608.883;76;0;1;7;4.268.253.562;0
1.136.840.647;67;1;14;6;1.651.584.947;1
682.294.536;74;4;11;6;208.979.542;0
4.715.639.362;80;1;12;0;2.956.223.767;0
7.890.122.806;54;3;8;3;4.858.373.993;0
1.086.443.682;59;3;11;8;3.348.382.756;0
3.765.308.758;53;4;6;6;4.186.747.315;1
1.008.485.796;22;3;12;8;500000;1
3.824.542.495;75;2;8;1;2.652.537.798;0
1.288.520.589;79;0;6;4;3.077.069.304;1
3.234.939.508;50;2;8;4;1.606.452.835;1
1.247.164.367;43;3;5;7;4.378.571.603;1
3.912.232.852;31;3;11;3;4.380.367.966;1
2.362.455.037;36;4;15;0;434.189.406;1
432.153.032;55;0;13;4;2.807.194.179;1
6.572.112.928;64;0;18;1;3.315.313.489;0
1.165.709.645;34;3;4;8;2.228.159.478;1
1.095.665.227;24;3;3;8;2.973.346.115;1
1.318.380.205;67;4;12;5;3.931.428.463;1
9.167.337.803;70;0;3;1;2.723.164.695;1
1.302.406.113;23;2;15;0;287.156.425;1
4.118.884.949;44;0;19;8;1.015.666.531;1
8.282.437.414;50;4;19;7;3.414.471.296;0
4.966.406.967;25;4;5;8;242.442.686;1
6.063.337.205;44;2;7;2;4.529.605.663;1
574.121.024;41;1;11;2;2.605.498.564;1
1.458.025.209;26;2;12;8;1.850.990.236;1
2.501.363.936;75;1;10;8;3.419.564.826;0
4.441.918.785;51;3;7;3;182.985.361;1
1.418.969.087;58;3;17;4;1.856.540.141;1
7.907.697.791;25;3;7;0;2.819.117.778;0
111868.82;20;2;8;3;1.125.567.296;1
2.117.863.765;69;3;4;6;1.970.792.536;1
1.068.237.661;63;4;19;2;3.123.268.504;1
3.016.942.468;60;2;8;8;2.099.880.685;1
8.761.800.858;70;0;16;1;631.869.707;1
1.388.445.267;42;1;5;7;369887.44;1
1.042.621.966;51;2;18;5;2.413.447.299;0
1.104.968.104;62;4;1;2;3.756.934.588;1
3.854.322.751;56;2;7;5;2.021.806.866;1
1.137.145.316;36;0;19;1;3.987.646.483;1
7.137.871.469;47;4;17;3;1.737.591.401;1
5.683.468.541;55;2;6;0;4.021.781.911;1
7.873.498.452;45;3;10;2;3.720.950.233;0
6.190.223.216;36;1;14;0;3.434.695.744;0
1.395.265.424;27;3;16;7;4.094.912.253;1
9.085.494.147;55;1;3;1;1.258.920.456;0
3.291.496.249;20;0;1;8;3.963.551.151;1
4.950.091.839;20;0;12;3;2.868.507.439;0
3.825.324.854;60;1;13;0;2.523.637.883;0
5.073.912.259;50;3;6;2;5.543.580.924;1
7.921.686.775;39;0;17;7;4.529.147.613;0
9.506.325.231;29;0;13;1;4.014.135.285;0
9.610.944.055;25;2;5;7;8.190.454.496;0
8.037.170.647;32;3;11;7;4.473.260.605;0
6.577.147.294;59;2;5;5;3.064.495.305;1
1.069.007.483;76;4;17;4;2.295.681.496;1
7.072.571.823;69;2;5;8;4.417.405.729;0
9.305.332.827;56;3;9;3;9.539.249.708;0
1.335.027.806;70;4;11;0;860.895.867;1
8.427.264.171;44;3;3;2;3.104.218.018;0
1.166.116.791;75;4;12;1;4.140.153.353;1
1.207.248.427;79;2;4;0;1.735.710.845;1
7.266.631.033;28;2;18;8;2.101.006.617;0
1.032.037.377;67;4;15;0;2.844.386.921;1
5.240.284.727;31;4;8;3;4.618.256.501;0
